,medallion, hack_license, vendor_id, rate_code, store_and_fwd_flag, pickup_datetime, dropoff_datetime, passenger_count, trip_time_in_secs, trip_distance, pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude
0,91F6EB84975BBC867E32CB113C7C2CD5,AD8751110E6292079EB10EB9481FE1A6,CMT,1,N,4/04/2013 18:47,4/04/2013 19:00,1,759,2.5,-73.957855,40.76532,-73.976273,40.785648
1,EC34CD1B3797DFAFF3FE099BA87B6656,8FE6A4AEDF89B6B4E19D2377FD3FB7D7,CMT,1,N,5/04/2013 7:08,5/04/2013 7:17,1,540,1.6,0,0,0,0
2,C1B9DA774DC2BBC6DE27CE994E7F44A0,E1B595FD55E4C82C1E213EB17438107A,CMT,1,N,4/04/2013 17:59,4/04/2013 18:21,1,1318,3.6,-73.98288,40.75499,-74.009186,40.715374
3,9BA84250355AB3FC031C9252D395BF8A,16BB0D96A0DCC853AEC7F55C8D6C71E0,CMT,1,N,4/04/2013 18:12,4/04/2013 18:25,1,799,1.9,-73.978119,40.763451,-73.955666,40.776642
4,205A696DF62AD03C88DA8C5EC5248639,579C41EA5EC846F8B641A42F9EE3E855,CMT,1,N,4/04/2013 20:12,4/04/2013 20:29,1,1017,3.6,-74.006371,40.744755,-73.961662,40.761082
5,EE75E5927D00739AC342810C336A825E,1B4E92431F9DA4D49874EC76E769E874,CMT,1,N,5/04/2013 2:48,5/04/2013 2:51,2,189,0.7,-73.985191,40.754932,-73.990776,40.747997
6,3B5DA0DE0868F37FD41204DB36CE87CA,BC7B6E5A0132450CAE072F3C8F60BBE4,CMT,1,N,5/04/2013 6:16,5/04/2013 6:22,1,354,1.2,-73.985168,40.76342,-73.978867,40.751144
7,00B99071EE4DC8266384113B91E6AC13,013DB7F394A06CD241688F0F3E93F2F1,CMT,1,N,5/04/2013 6:20,5/04/2013 6:27,1,452,1.6,-73.980026,40.745785,-74.002747,40.756168
8,75FEF473DB69BA7BC5D61F5635792E1E,FCD2C03A60D84CE91A4DEB5E6A097FCF,CMT,1,N,4/04/2013 19:20,4/04/2013 19:30,1,635,0.4,-73.978477,40.76123,-73.984566,40.759415
9,13A57EE874E2560DF1F9D6C639BB7DAB,5FE3733438871FE98C05D259E8693750,CMT,1,N,3/04/2013 18:05,3/04/2013 18:23,1,1048,2.4,-73.961342,40.764793,-73.988472,40.756004
10,7D712A934296BF961DBFF6A1C3FA6782,DEEF1A0383AF583019CF1E2628E00D12,CMT,1,N,3/04/2013 18:04,3/04/2013 18:11,1,439,1.1,-73.989288,40.747784,-73.982071,40.771233
11,09288D22A09F3010CFDB5C4F29451C97,C967D1D2CE422562D02E5E8E025F47DF,CMT,1,N,3/04/2013 18:07,3/04/2013 18:47,1,2415,3.6,-73.975166,40.792831,-73.972939,40.753864
12,1DB2D75656144F950437B68301B99528,ABAC74DB42A991C49627FE2C13AC3254,CMT,1,N,3/04/2013 18:02,3/04/2013 18:49,1,2769,10.3,-73.862755,40.769112,-73.996223,40.733009
13,A36CD4421D7F6448FB94A4B7265AA3F4,B45389FF3B701A908DD351D1A60AC0A2,CMT,1,N,4/04/2013 19:19,4/04/2013 19:22,1,179,0.5,-73.998497,40.723457,-74.00399,40.716854
14,A8BCBF2BC51776307C465349F81A79DD,7E7445138EAC47153BE3F80EDC7CBC46,CMT,1,N,4/04/2013 19:12,4/04/2013 19:31,1,1142,2.4,-73.997734,40.73365,-73.985054,40.763363
15,DC4EB59ED25BB5C96EBA9FDA2E33C6A7,34C4E7DC068CF972E9E7771C799D92B7,CMT,1,N,5/04/2013 14:42,5/04/2013 14:54,1,720,1.2,-73.987976,40.743946,-73.975784,40.75544
16,DC4EB59ED25BB5C96EBA9FDA2E33C6A7,34C4E7DC068CF972E9E7771C799D92B7,CMT,1,N,5/04/2013 14:56,5/04/2013 15:01,1,303,0.4,-73.975441,40.756088,-73.974815,40.751572
17,A36182DFE85B16B396257CFC63185470,35863B575E21C1602A0084E674813C3E,CMT,1,N,4/04/2013 7:23,4/04/2013 7:30,2,433,1.3,-73.955009,40.779736,-73.953049,40.788944
18,60E21254F8AB4BDF21860358373DCEF7,CC263E91AE4B39B0722E674EEFABA9DA,CMT,1,N,3/04/2013 20:17,3/04/2013 20:31,1,847,3,-73.964989,40.759987,-73.99263,40.721352
19,1AD5ADEA9A285A21AB8D1D7D1D17EA22,E1A382EDCB446991D3CD1F3E3ED8D1A8,CMT,1,N,3/04/2013 20:22,3/04/2013 20:31,1,528,1,-73.986031,40.751568,-73.970612,40.753933
20,847A95B8588C903C5DF44108E36810A1,8178183132AF80D84B24EF3CFEEFEFA7,CMT,1,N,3/04/2013 18:40,3/04/2013 19:00,1,1197,1.8,-73.985443,40.741646,-73.987564,40.760239
21,72207D6D9714A63A4A5F7D61B6B3F79B,7AB6442D11F3D87F787EBC35DE6EEF74,CMT,1,N,3/04/2013 18:42,3/04/2013 19:05,1,1384,4.8,-73.948425,40.774422,-73.995499,40.739914
22,8CD0A0A3076BDFDAD4BDEDD4DC3F0AF8,49572F5664A43521851EB074CF67E4F2,CMT,1,N,3/04/2013 19:05,3/04/2013 19:13,1,480,1.6,-74.010246,40.719826,-74.002457,40.738731
23,A9EE10D17ECCC8703A80105078056177,1C1A9EC8F2C77EA72394132A6FAF2DCC,CMT,1,N,3/04/2013 19:24,3/04/2013 19:38,1,843,1.6,-74.003967,40.752983,-73.987129,40.739338
24,784E0104616B8F2116828DB1FF13452E,A0265AD88431E282A242D3419283B910,CMT,1,N,3/04/2013 19:30,3/04/2013 19:42,2,723,1.6,-74.007668,40.742249,-73.984772,40.742493
25,DDE7D14A700EB6805F3214740A875C20,CA32EBEB8F8AAC505AE1473CDCB3A9E2,CMT,1,N,5/04/2013 0:15,5/04/2013 0:27,2,731,3,-73.985786,40.762936,-73.967377,40.799404
26,64D58FFD6E680C44A48E2481271DB328,25382B399BEE945B1266D4EDD4A4BE02,CMT,1,N,4/04/2013 18:38,4/04/2013 18:48,1,556,1.6,-73.956306,40.781658,-73.960884,40.764122
27,83E13D8459E1FB1E6D90EE4D87F841F8,8299EED7B32DE2EB3B0D8B33494CEE63,CMT,1,N,4/04/2013 18:51,4/04/2013 18:58,1,456,1.2,0,0,0,0
28,8E9737BE91A1F8A8D399EBE450615F0B,21D6C7301C1584818E6F859AD270B0D8,CMT,1,N,4/04/2013 18:12,4/04/2013 18:24,1,720,1.9,-73.978127,40.752857,-74.00074,40.746342
29,527535380EFB115CB436C4240A280ED8,C19271BF8C88F939EED2C57A7440766C,CMT,1,N,4/04/2013 20:20,4/04/2013 20:26,1,377,1.4,-73.996315,40.725323,-73.993668,40.741653
30,B0EF002128E0E7F48F084E61341E83EE,D08E98A68FC57E996A632F1EEBACCBCF,CMT,1,N,5/04/2013 5:35,5/04/2013 6:05,1,1793,22.4,-73.787041,40.641445,-74.025658,40.636761
31,C8F496469CB4CF297EF756F5229C542F,FE090DBA059FB840018F23BF4138D509,CMT,1,N,5/04/2013 6:03,5/04/2013 6:10,1,411,2.2,-73.977196,40.726437,-73.977242,40.752289
32,D83519B044B750F146A3A349197C80AA,321DDAF4C11879A55D71E254A3CCFFA5,CMT,1,N,5/04/2013 7:16,5/04/2013 7:24,1,518,1.2,-73.956657,40.77121,-73.968033,40.762501
33,01E8CE357B917AFDDEA289856FF75E69,E1F0E4C8D5C8A57413F27FDADF459014,CMT,1,N,3/04/2013 16:02,3/04/2013 16:18,1,966,2.9,-73.99324,40.752247,-73.975258,40.789551
34,AF6F00669685F143D407AEAB2DA34BF0,95ACFC3B965274F6758385AC1BE8684E,CMT,1,N,4/04/2013 19:20,4/04/2013 19:28,3,487,0.7,-73.989418,40.768219,-73.982506,40.763027
35,6BF0AEAABAC2625689139762FD6B7131,3C997A32BF12E3D04714B00F8051F5D5,CMT,1,N,4/04/2013 19:12,4/04/2013 19:29,1,1012,2.8,-73.948669,40.777691,-73.974892,40.75996
36,6A5448046144A695A0027ADE29F25945,8C00B904D288C0EC37F3969C493F9810,CMT,1,N,3/04/2013 18:40,3/04/2013 18:46,4,314,0.7,-74.001015,40.736164,-74.00145,40.744877
37,9E7C40F86758416FFBFD42E676ADA7BA,E54E7E5465069DB6A2600BE241D146AE,CMT,1,N,3/04/2013 18:03,3/04/2013 18:33,3,1813,11.1,-73.977287,40.763737,-73.865173,40.770626
38,9827CDDA5D85B9C70A29ACE3824B644C,2BF23762F9D01A0723FE1B35996597C3,CMT,1,N,4/04/2013 14:39,4/04/2013 14:49,1,552,1.8,-73.969879,40.784859,-73.988441,40.765644
39,3519845B181E2C0C603FF23A320A1718,8CCE447B12D65559CA36B64AA478FEBC,CMT,1,N,5/04/2013 14:49,5/04/2013 14:56,1,432,0.8,-73.982414,40.74292,-73.993484,40.741032
40,3D783BDC6947619D05EE15CF384AA2E1,028D6F94E807A15CABCD57258583DA3A,CMT,1,N,3/04/2013 19:04,3/04/2013 19:25,1,1286,3.8,-73.964417,40.807781,-73.977371,40.762379
41,7EBFF84DF0A2FD0F4C9EEF394B98266A,2B3D3E561FA8840B3415048962BB7964,CMT,1,N,4/04/2013 7:08,4/04/2013 7:18,1,576,1.6,-73.998955,40.754707,-73.976707,40.755569
42,969E4A9A4CDA7C9F240CAF71A880CD88,B81E212694A546F73871AE93A1E5C26A,CMT,1,N,3/04/2013 20:13,3/04/2013 20:33,2,1155,3.5,-73.973213,40.762856,-73.982544,40.724533
43,21C5686AD4CE0C9582C570FF4AC03401,1293C4991625CDEC63AFB7CB5AF16A71,CMT,1,N,3/04/2013 19:51,3/04/2013 19:58,1,426,2.1,-73.97197,40.745789,-73.952942,40.77211
44,2CB7BD2218373D0A931E816E58D3E183,CFE0AEC944CBCE3A0ACC63867FA4003A,CMT,1,N,4/04/2013 18:28,4/04/2013 18:50,1,1313,4.7,-74.00769,40.743057,-73.957413,40.778587
45,2CB7BD2218373D0A931E816E58D3E183,CFE0AEC944CBCE3A0ACC63867FA4003A,CMT,1,N,4/04/2013 18:54,4/04/2013 18:59,1,289,1,-73.953156,40.779957,-73.958458,40.769073
46,E5A71AB7F8D74511B46ABD8A894CC870,C655C28EE6E943ED1D67AE70558790A8,CMT,1,N,4/04/2013 22:33,4/04/2013 22:46,1,747,2.5,-73.974617,40.756802,-73.998627,40.736412
47,E8260A241D62ECC156ECB8AD607E1E6B,EA3CC17B0CFA47F2C7B04A517E9430BB,CMT,1,N,3/04/2013 20:36,3/04/2013 20:49,1,805,3.4,-74.008369,40.711678,-73.98922,40.752842
48,4DA24F216044FC5CD46AA081A9B6B455,704A570E66ABB194159C1F653503D454,CMT,1,N,4/04/2013 22:36,4/04/2013 22:48,1,699,5,-73.978127,40.788727,-73.940086,40.847279
49,E14C30F769D95779F55DB220486B2E0C,B99DA160292FD4FEB35DFAFA11D8E217,CMT,1,N,3/04/2013 18:57,3/04/2013 19:00,1,201,0.6,-73.969292,40.760845,-73.975815,40.752335
50,4ADAC3A078F6BAA8FE6AF583FD8A32FB,1C5A428B680FE650002CD42D77D0B5B2,CMT,1,N,5/04/2013 14:10,5/04/2013 14:16,1,371,1.2,-73.992355,40.749378,-74.006348,40.739388
51,9D2A0DA160B52C875629C32F21C8A337,886E5B6E8B6559DDFC7FB8CF6CA74FDF,CMT,1,N,5/04/2013 0:30,5/04/2013 0:36,1,367,2.2,-73.980637,40.770741,-73.972603,40.797596
52,E245A2E55C81F0BEB86DB6C76C43CAC6,9D1776576BCA0953BDB6FF991E44A814,CMT,1,N,3/04/2013 16:38,3/04/2013 16:50,1,698,1.8,-73.975189,40.757507,-73.982338,40.732925
53,E8B6C24CA6EE4ED994B038DCD633B58D,B399C414BBA8A171A0C977DBCD0D61B0,CMT,2,N,5/04/2013 6:37,5/04/2013 7:18,1,2470,18.2,-73.777771,40.646751,-73.985939,40.758877
54,771D4CCC2EA954DC9D399DD09AEBA095,D9FE2247DE275885769F221F50212264,CMT,1,N,5/04/2013 4:20,5/04/2013 4:22,1,105,0.6,-74.003838,40.726048,-73.995209,40.725151
55,AB6D4655958A45070F457B21CC1F215C,03C944FD6B403C6DED40206A43A3808F,CMT,2,N,5/04/2013 5:35,5/04/2013 6:03,1,1661,18.9,-74.003189,40.744122,-73.789558,40.642708
56,69D959302A72045B426E936BB0BB2723,5EE1CD0A797F45CA403AD5D4AB224ED1,CMT,1,N,5/04/2013 6:21,5/04/2013 6:21,1,1,4.4,-74.011414,40.709507,-74.011452,40.709526
57,243E4682011DF1FC191AE817F31426BD,011AE79C7E609378068514E5C992B6D6,CMT,1,N,3/04/2013 21:07,3/04/2013 21:12,1,296,0.6,-73.981056,40.774315,-73.984909,40.77998
58,D83519B044B750F146A3A349197C80AA,321DDAF4C11879A55D71E254A3CCFFA5,CMT,1,N,5/04/2013 7:42,5/04/2013 8:02,2,1228,6.5,-73.973114,40.744244,-73.966171,40.795017
59,8D3B0F7ABBCB87465D535951AF93C26C,797FCF9CF41A4FFE34751F610454B1F5,CMT,1,N,3/04/2013 18:10,3/04/2013 18:17,1,447,1.7,-73.995125,40.76371,-73.979965,40.781189
60,27E7626D5A223B47957D82B66E7BD262,C561AECEF34459906E76C290349D227E,CMT,1,N,3/04/2013 18:20,3/04/2013 18:27,1,467,1.6,-74.001648,40.724407,-73.997726,40.741718
61,6B607EDDA210737BDB74A64B96EA52A3,3224BC8D6F2143829F7B0C0BE4454A59,CMT,1,N,4/04/2013 19:22,4/04/2013 19:28,1,328,0.9,-73.986847,40.733192,-73.995354,40.723198
62,FF5AC438A53E91D55EF4AC11FB6AA649,C5066854395C88BF2C9C2D8835256AFB,CMT,1,N,5/04/2013 8:42,5/04/2013 8:48,2,411,1.1,-73.989395,40.735935,-73.979172,40.750057
63,24B947E1319F6ADBC55FB4B218FE4CC9,DF8B994DA5865B2B40DC47B8969E21FD,CMT,1,N,4/04/2013 12:31,4/04/2013 12:44,1,814,0.8,-73.988525,40.743191,-73.994514,40.750713
64,0CD863DDD8C07C8AB24F8BC82258A692,55A63A52AD48B3CB57B215CC9EDA0F45,CMT,1,N,4/04/2013 19:05,4/04/2013 19:21,1,968,8.1,-73.873062,40.774094,-73.973175,40.752819
65,722481A46D78DA2DA5354AB0DE197D3B,F6F2E67FB1E355060AA72C6BDD99A7DB,CMT,1,N,4/04/2013 22:06,4/04/2013 22:23,1,1025,3.9,-74.004616,40.737598,-73.962845,40.768093
66,9469A9FBF25EB36248B2649FC8E31B5F,42482DFE193C37C278E902BE3CD89C6E,CMT,1,N,4/04/2013 7:20,4/04/2013 7:26,1,335,1.3,-73.963737,40.768272,-73.98214,40.769543
67,EB7A180E110802A82892ADB11269255A,9CBD16766D77D92A7FA32876CD059254,CMT,1,N,3/04/2013 20:30,3/04/2013 20:43,1,747,4.5,-74.004837,40.746941,-74.007584,40.706959
68,FFEF5E9BA26FC9B6B5F2CF433833572D,36600B2C70A4B2A6B61B1B84651F6921,CMT,1,N,3/04/2013 18:57,3/04/2013 19:16,1,1118,2.7,0,0,0,0
69,4DC1D333AA2838DEAF818D17A5DAD9C2,1AA204A35BCA1B660DB5CD1215D8C3F9,CMT,1,N,3/04/2013 19:11,3/04/2013 19:18,1,373,1.2,-73.952866,40.772491,-73.966408,40.762321
70,43DC6AA28D55FD9014BF08F2DF159FDD,0FF05970CAA2AC32DCE96F4189DDAF95,CMT,1,N,3/04/2013 18:55,3/04/2013 19:07,1,745,1.9,-73.994766,40.750362,-73.973686,40.764015
71,A0B6CB5FA9A245A2D0CFC71A9373E482,615566EB4F4EDB606330538714E85A27,CMT,1,N,3/04/2013 18:49,3/04/2013 19:03,2,877,5.6,-74.009537,40.708008,-73.962814,40.758411
72,8FDE065D961FFE6CB6B4CA1F47525C6D,5A81C4DD7805B2F8686398C7D42FC2C7,CMT,1,N,3/04/2013 20:07,3/04/2013 20:14,1,446,1.8,-73.958397,40.767899,-73.974037,40.743843
73,D02BD2AF3E81679ADE9AB2924BF5A306,AD692AB4CB07544B5C293E5E650CA334,CMT,1,N,4/04/2013 21:49,4/04/2013 21:57,1,490,1.2,-74.008751,40.719105,-74.013504,40.708153
74,9A534398CF9CE1D487B981BDC2BC6620,84A276E9E0FA67A616B06C3A1469297F,CMT,1,N,3/04/2013 19:05,3/04/2013 19:23,1,1049,8.6,-73.873009,40.774181,-73.97316,40.755661
75,FD487D4BE7A6709FF796C7A6DFF3E7B0,99588ECFDDB86A3E005D69768D81B651,CMT,1,N,3/04/2013 19:25,3/04/2013 19:55,1,1779,6.7,-73.985062,40.75692,-73.926743,40.830929
76,277A0534CF97412E451D9914DD068982,E18B08D361BF580353C992B47448B9FE,CMT,1,N,3/04/2013 18:39,3/04/2013 19:03,1,1456,1.4,-73.989456,40.774658,-73.982765,40.761642
77,37E89818EBA67B4F6D2F8BA6F10E9130,C9E7C6EBF24A4CCEECA4FFAB6BEB0F28,CMT,1,N,4/04/2013 23:09,4/04/2013 23:15,1,323,1.1,-73.977592,40.758358,-73.988945,40.74815
78,68A0E365ADE5ABCA442B122CA6E4B7F6,92429A82801B72D9EBA7FA45C2931F49,CMT,1,N,5/04/2013 3:46,5/04/2013 3:54,1,510,1.9,-74.00798,40.74118,-73.990852,40.745499
79,C8F496469CB4CF297EF756F5229C542F,FE090DBA059FB840018F23BF4138D509,CMT,1,N,5/04/2013 5:53,5/04/2013 5:57,1,187,1.1,-73.988388,40.732155,-73.983704,40.721329
80,9FA27533A3E87CC4280247ACCBB5B61D,5B787F13D0B3F13FA6AF0566631D815D,CMT,1,N,3/04/2013 20:45,3/04/2013 21:04,3,1169,6.1,-74.004929,40.733097,-73.955513,40.787746
81,ED15611F168E41B33619C83D900FE266,47B2D6AC8FF687B10EFCBC5E410AA881,CMT,1,N,3/04/2013 20:59,3/04/2013 21:05,1,394,1.8,-73.984657,40.769768,-74.000984,40.746933
82,D34810EC88C247A1C92FA052240DD844,0FEAB2812D69CA6610AA37E5099AAE22,CMT,1,N,5/04/2013 7:22,5/04/2013 7:27,1,347,1.8,-74.000961,40.727581,-73.991859,40.749603
83,A76443D09F530721A6471CA631EAA81B,30A18704B05281F2FE308D6F81613096,CMT,1,N,5/04/2013 7:30,5/04/2013 7:50,1,1222,8.8,-73.956085,40.778854,-74.014091,40.713989
84,B43EEF343ED5B594938EDBD1F6D57B8D,A6AFED951E6E745F010C8C7F9F672C9E,CMT,1,N,3/04/2013 18:12,3/04/2013 18:22,1,593,1.5,-73.986977,40.751686,-73.970482,40.764629
85,3905B2EAD1DAE00DC57C07124E65536E,26BBB9ACD6B430472BAA4428F9EC9491,CMT,1,N,3/04/2013 15:52,3/04/2013 16:08,1,985,2.3,-73.987297,40.770214,-73.962265,40.778229
86,64187531006B3D8B3831D91CD6AB3FD4,871C25EC0B8BF4BC8EF4CD3A79DD6BC8,CMT,1,N,3/04/2013 18:26,3/04/2013 18:28,1,175,0.6,-73.978119,40.76228,-73.982269,40.768311
87,CA8DFBC7AF031CBABDD5A592DFB2741C,3C9179450CD0C023C36D35033062D894,CMT,1,N,3/04/2013 18:06,3/04/2013 18:24,1,1116,1.4,-73.978592,40.764996,-73.985489,40.753258
88,EB2EBFBF0373A902DB26CE989D745FD8,7B5BCD205A6A899A54E7D6E105DAEA95,CMT,1,N,3/04/2013 17:18,3/04/2013 17:29,2,612,1.7,-74.001755,40.756325,-73.993782,40.739304
89,338B77C5714992F0350A178079194A03,2981D683FEB8C83B4937F215BC5D4FA1,CMT,1,N,4/04/2013 12:30,4/04/2013 12:43,1,766,4.7,-73.977615,40.73402,-73.952583,40.786465
90,C29E2A71B25E3EEF9009786AD725E30C,10232DB28B599306E6BAC963FC83EFCF,CMT,1,N,5/04/2013 14:32,5/04/2013 14:39,1,434,1.2,-73.970436,40.767597,-73.982155,40.75238
91,C29E2A71B25E3EEF9009786AD725E30C,10232DB28B599306E6BAC963FC83EFCF,CMT,1,N,5/04/2013 14:41,5/04/2013 14:57,1,1009,3,-73.982765,40.751644,-74.009933,40.71991
92,306220DBC5AA9D8B1F972D6C96713E45,5F3BF133BA4A70D99AD877BF9B217B0A,CMT,1,N,4/04/2013 21:59,4/04/2013 22:12,1,789,4.1,-73.967163,40.760834,-73.943192,40.810177
93,8C69416CF47A2C87E85A7BB3700914FA,C85336BDA706E652011AE6F9E67196DD,CMT,1,Y,4/04/2013 7:12,4/04/2013 7:27,1,872,3.2,-74.004791,40.733234,-74.006348,40.70594
94,D3E98EC047C899F4FEBCBD583927D7B9,9B4A87D256F9FF9C0A789F0275A571DA,CMT,1,N,5/04/2013 15:00,5/04/2013 15:09,1,513,1.4,-73.980713,40.764458,-73.972672,40.780655
95,76E1DDD13AE255EF20FB0981785CFF56,1A87AFEAF234870853D8DAD919B13E4D,CMT,1,N,3/04/2013 18:57,3/04/2013 19:09,1,773,2,-73.982368,40.765888,-73.959816,40.771027
96,A90592AD2209B507D8ACC34D4B556BEC,FFA48277CB44F9F843304288406CBACA,CMT,1,N,3/04/2013 19:00,3/04/2013 19:22,1,1349,6.5,-73.967453,40.762703,-73.893456,40.717808
97,AB80E0F46504CB0CF484213D85B7491A,3F1FA1F28FDA172CBA7AA740D758191F,CMT,1,N,3/04/2013 18:58,3/04/2013 19:21,1,1329,4.8,-74.00589,40.749287,-73.953903,40.729103
98,157E792C9A2041556B50C006B2C44594,5AE2BD64DE046BC5C22AFAD51446AC05,CMT,1,N,3/04/2013 19:22,3/04/2013 19:24,3,143,0.6,-73.705719,40.748775,-73.705719,40.748775
99,1B9F450C184C13F13B8F92DA11F0B95B,97506FE51C243D4375362A16975BB5CE,CMT,1,N,4/04/2013 21:36,4/04/2013 21:50,2,819,2.6,-73.952187,40.78141,-73.97773,40.753368
100,D3A05AEFAE11287BE7788F3B71DEDD2A,42F2D63382A532A5B46C4EDEF4344FB0,CMT,1,N,3/04/2013 20:27,3/04/2013 20:32,1,255,0.7,-73.991783,40.754837,-73.984154,40.763126
101,76A7ACE73A80DBF0D57A05D685C2B1ED,4626C9FE17E1AAD39BC797B3F6417C78,CMT,1,N,4/04/2013 21:50,4/04/2013 22:04,1,880,2.8,-73.982834,40.772007,-73.967216,40.756268
102,2F7AE19024A1EA0BC09E82EE8F6CE599,1B4A31CA21A3EDB942489A8C3D360549,CMT,1,N,4/04/2013 21:44,4/04/2013 21:46,1,135,0.7,-73.978401,40.762333,-73.981888,40.770306
103,7492C8A0EDC68F3BD1689FB012C0A94E,CE8C27D34F4009C9BC8AF18BD48C147A,CMT,1,N,4/04/2013 21:49,4/04/2013 22:00,2,681,1.5,-73.988022,40.718666,-74.005272,40.718311
104,0A0D29B8052DFAC824AA63B718BF0A20,FE76DD7778D2CE745A6B499725EEA18A,CMT,1,N,5/04/2013 4:14,5/04/2013 4:35,1,1229,6.5,-73.986053,40.762325,-73.976448,40.681313
105,2A346039B43691433ECC357A4E740935,91AEE62FF8680D96EFA88DD46D2AD589,CMT,1,N,4/04/2013 18:52,4/04/2013 18:59,1,390,1.4,-73.962303,40.759705,-73.975105,40.752224
106,34EA29ABFCE6B78138FEA90D330101B1,9C47390E9A6BB2C8C6CBCEB388612AE4,CMT,1,Y,3/04/2013 21:16,3/04/2013 21:20,1,252,0.9,-73.959625,40.767441,-73.971825,40.765282
107,589E0A20207B4D4702853DC9137C0BEA,AE1868E229E60B04F518CFA5A180814F,CMT,1,N,5/04/2013 4:04,5/04/2013 4:13,1,482,2.2,-73.976273,40.755363,-73.981499,40.732681
108,473974A1BFD41745918F153C3EE5F728,E1DE5D826710438AFEADC38F90E6B56E,CMT,1,N,5/04/2013 6:29,5/04/2013 6:34,1,314,0.8,-73.966156,40.764877,-73.95565,40.764359
109,EA43182AF13720393941C0C336B3DEBD,C594825E4DD49D595587A9AF86E1BE99,CMT,1,N,3/04/2013 21:03,3/04/2013 21:05,1,114,0.6,-73.969856,40.760296,-73.975021,40.752186
110,D5A684A17ECBAC303264427F4C9879C3,E8A873ACF24B429B26059912C67322F6,CMT,1,N,5/04/2013 7:25,5/04/2013 7:38,1,778,4.6,-73.959885,40.762321,-73.99511,40.725128
111,971C324FD09505E52867C8376379D981,D7E41ECDE8FA7AC39A0B1F13E5F6D039,CMT,1,N,3/04/2013 18:13,3/04/2013 18:24,1,642,1.6,-73.986328,40.743332,-73.972191,40.762985
112,287D03FC6758A89E7071D1D558746113,9CEC034CD537BBEF646D3F8DF5356D87,CMT,1,N,3/04/2013 17:58,3/04/2013 18:33,1,2133,2.6,-73.952621,40.76627,-73.98877,40.764065
113,CED9ABEECC3CB98C0229AF973D754677,7AB67008284DA8716E1060C0E46137FE,CMT,1,N,3/04/2013 17:43,3/04/2013 17:54,1,667,1.5,-73.979485,40.7845,-73.956963,40.774101
114,244FB25A3C83E7DDBDBEA382C64964B1,FEDDA326D4BDC1E3E1015A8CC2307C8A,CMT,1,N,3/04/2013 18:33,3/04/2013 18:54,1,1275,3.8,-73.974846,40.783421,-73.984924,40.739388
115,849850986EE1C81D0DC1F998267BD0C3,E252EB1C831A95E1428C813A9122C2D6,CMT,1,N,3/04/2013 18:05,3/04/2013 18:16,1,604,0.7,-74.001938,40.74057,-73.99485,40.750286
116,037673EEAE0DCB912D06BED04E89D89D,3BE2C6BCC74E7099207A4FE1AE88756C,CMT,1,N,5/04/2013 8:49,5/04/2013 8:55,1,386,1.2,-73.974709,40.751728,-73.95916,40.760933
117,30DB18A7927FB0496BF91BEA23D961E9,4384DA84EE515C5A6D2906D3055E89C0,CMT,1,N,5/04/2013 14:49,5/04/2013 14:57,1,476,1.2,-73.955963,40.772427,-73.965073,40.756828
118,302EB02F36343A64C452D49463A27C88,480A82787EB8CDAB4C2608EF01BBBE30,CMT,1,N,5/04/2013 14:45,5/04/2013 15:00,1,924,2.3,-73.94883,40.757435,-73.94883,40.757435
119,F2158F8EFF37AFEF9CD5DB7BDF9D88F2,1C9431BB5D8574CDAE7806DF4E44BE71,CMT,1,N,4/04/2013 7:27,4/04/2013 7:42,1,925,4,-73.956215,40.775787,-73.929871,40.814968
120,C8AB89E831EB432186E175A3670AEBD9,6DB3D024A89D612BB9A6288BB0D2AF48,CMT,1,N,3/04/2013 19:02,3/04/2013 19:09,1,462,1.3,-73.983337,40.744797,-73.975571,40.76062
121,AAE5990A32B9BCB59B87FA94E6B45B8D,7FC6D1254987454FED93D479B4A37C85,CMT,1,N,3/04/2013 19:29,3/04/2013 19:33,1,259,0.9,-73.988571,40.774921,-73.980362,40.785507
122,017EC3020B07CF7BE5FB40202EDFB81E,83E83CC78E5EDD9F95FAF5851366D49C,CMT,1,N,3/04/2013 21:01,3/04/2013 21:09,1,458,1.9,-73.956352,40.775589,-73.982269,40.778954
123,6AF8F665F95EA05E7751A37E4BDAC878,6BF442A7EE34F4C86BC98DB8453CD948,CMT,1,N,4/04/2013 18:58,4/04/2013 19:42,1,2642,7.8,-73.954086,40.784412,-74.014542,40.714378
124,0641C51ED11E0E349D551F55E3F4F2E4,673762B0FCF345EC9274557FB0E6A9B3,CMT,1,N,3/04/2013 18:37,3/04/2013 18:56,1,1111,1.6,-73.987259,40.762249,-73.990028,40.748322
125,9032352777A85E4AC67BE6FB57B84A03,08CF43870FE2C192B8F28688D79FD5E7,CMT,1,N,3/04/2013 19:05,3/04/2013 19:21,3,957,1.8,-73.991776,40.750374,-73.974724,40.761578
126,B5C4AE88A52BC9ACF155B40591F40D56,96E831746735105E60C7B605098F6EE0,CMT,1,N,4/04/2013 22:40,4/04/2013 22:49,1,542,1.4,-73.99324,40.741608,-73.989693,40.757362
127,D3A05AEFAE11287BE7788F3B71DEDD2A,42F2D63382A532A5B46C4EDEF4344FB0,CMT,1,N,3/04/2013 20:34,3/04/2013 20:43,1,539,1.8,-73.97995,40.761356,-73.956032,40.767971
